Time,Platform,Product,Sales (15 min)
2025-01-07 13:40:56.764215,Shopee,Gấu bông,39
2025-01-07 13:40:56.764215,TikTok,Búp bê Barbie,31
2025-01-07 13:40:56.764215,TikTok,Labubu,44
2025-01-07 13:40:56.764215,TikTok,Capybara,23
2025-01-07 13:40:56.764215,TikTok,Gấu bông,47
2025-01-07 13:40:56.764215,Lazada,Búp bê Barbie,47
2025-01-07 13:40:56.764215,Lazada,Labubu,28
2025-01-07 13:40:56.764215,Lazada,Capybara,20
2025-01-07 13:40:56.764215,Lazada,Gấu bông,8
2025-01-07 13:55:56.764215,Shopee,Búp bê Barbie,21
2025-01-07 13:55:56.764215,Shopee,Labubu,20
2025-01-07 13:55:56.764215,Shopee,Capybara,41
2025-01-07 13:55:56.764215,Shopee,Gấu bông,42
2025-01-07 13:55:56.764215,TikTok,Búp bê Barbie,24
2025-01-07 13:55:56.764215,TikTok,Labubu,43
2025-01-07 13:55:56.764215,TikTok,Capybara,22
2025-01-07 13:55:56.764215,TikTok,Gấu bông,35
2025-01-07 13:55:56.764215,Lazada,Búp bê Barbie,8
2025-01-07 13:55:56.764215,Lazada,Labubu,27
2025-01-07 13:55:56.764215,Lazada,Capybara,24
2025-01-07 13:55:56.764215,Lazada,Gấu bông,36
2025-01-07 14:10:56.764215,Shopee,Búp bê Barbie,26
2025-01-07 14:10:56.764215,Shopee,Labubu,33
2025-01-07 14:10:56.764215,Shopee,Capybara,18
2025-01-07 14:10:56.764215,Shopee,Gấu bông,16
2025-01-07 14:10:56.764215,TikTok,Búp bê Barbie,11
2025-01-07 14:10:56.764215,TikTok,Labubu,27
2025-01-07 14:10:56.764215,TikTok,Capybara,32
2025-01-07 14:10:56.764215,TikTok,Gấu bông,16
2025-01-07 14:10:56.764215,Lazada,Búp bê Barbie,47
2025-01-07 14:10:56.764215,Lazada,Labubu,21
2025-01-07 14:10:56.764215,Lazada,Capybara,35
2025-01-07 14:10:56.764215,Lazada,Gấu bông,40
2025-01-07 14:25:56.764215,Shopee,Búp bê Barbie,6
2025-01-07 14:25:56.764215,Shopee,Labubu,16
2025-01-07 14:25:56.764215,Shopee,Capybara,3
2025-01-07 14:25:56.764215,Shopee,Gấu bông,5
2025-01-07 14:25:56.764215,TikTok,Búp bê Barbie,41
2025-01-07 14:25:56.764215,TikTok,Labubu,13
2025-01-07 14:25:56.764215,TikTok,Capybara,11
2025-01-07 14:25:56.764215,TikTok,Gấu bông,10
2025-01-07 14:25:56.764215,Lazada,Búp bê Barbie,39
2025-01-07 14:25:56.764215,Lazada,Labubu,4
2025-01-07 14:25:56.764215,Lazada,Capybara,49
2025-01-07 14:25:56.764215,Lazada,Gấu bông,18
2025-01-07 14:40:56.764215,Shopee,Búp bê Barbie,22
2025-01-07 14:40:56.764215,Shopee,Labubu,5
2025-01-07 14:40:56.764215,Shopee,Capybara,33
2025-01-07 14:40:56.764215,Shopee,Gấu bông,13
2025-01-07 14:40:56.764215,TikTok,Búp bê Barbie,41
2025-01-07 14:40:56.764215,TikTok,Labubu,37
2025-01-07 14:40:56.764215,TikTok,Capybara,26
2025-01-07 14:40:56.764215,TikTok,Gấu bông,47
2025-01-07 14:40:56.764215,Lazada,Búp bê Barbie,1
2025-01-07 14:40:56.764215,Lazada,Labubu,6
2025-01-07 14:40:56.764215,Lazada,Capybara,43
2025-01-07 14:40:56.764215,Lazada,Gấu bông,37
2025-01-07 14:55:56.764215,Shopee,Búp bê Barbie,5
2025-01-07 14:55:56.764215,Shopee,Labubu,21
2025-01-07 14:55:56.764215,Shopee,Capybara,7
2025-01-07 14:55:56.764215,Shopee,Gấu bông,46
2025-01-07 14:55:56.764215,TikTok,Búp bê Barbie,36
2025-01-07 14:55:56.764215,TikTok,Labubu,2
2025-01-07 14:55:56.764215,TikTok,Capybara,47
2025-01-07 14:55:56.764215,TikTok,Gấu bông,22
2025-01-07 14:55:56.764215,Lazada,Búp bê Barbie,2
2025-01-07 14:55:56.764215,Lazada,Labubu,42
2025-01-07 14:55:56.764215,Lazada,Capybara,11
2025-01-07 14:55:56.764215,Lazada,Gấu bông,43
2025-01-07 15:10:56.764215,Shopee,Búp bê Barbie,6
2025-01-07 15:10:56.764215,Shopee,Labubu,18
2025-01-07 15:10:56.764215,Shopee,Capybara,18
2025-01-07 15:10:56.764215,Shopee,Gấu bông,33
2025-01-07 15:10:56.764215,TikTok,Búp bê Barbie,7
2025-01-07 15:10:56.764215,TikTok,Labubu,26
2025-01-07 15:10:56.764215,TikTok,Capybara,40
2025-01-07 15:10:56.764215,TikTok,Gấu bông,34
2025-01-07 15:10:56.764215,Lazada,Búp bê Barbie,32
2025-01-07 15:10:56.764215,Lazada,Labubu,17
2025-01-07 15:10:56.764215,Lazada,Capybara,17
2025-01-07 15:10:56.764215,Lazada,Gấu bông,45
2025-01-07 15:25:56.764215,Shopee,Búp bê Barbie,33
2025-01-07 15:25:56.764215,Shopee,Labubu,48
2025-01-07 15:25:56.764215,Shopee,Capybara,8
2025-01-07 15:25:56.764215,Shopee,Gấu bông,38
2025-01-07 15:25:56.764215,TikTok,Búp bê Barbie,9
2025-01-07 15:25:56.764215,TikTok,Labubu,38
2025-01-07 15:25:56.764215,TikTok,Capybara,1
2025-01-07 15:25:56.764215,TikTok,Gấu bông,3
2025-01-07 15:25:56.764215,Lazada,Búp bê Barbie,34
2025-01-07 15:25:56.764215,Lazada,Labubu,6
2025-01-07 15:25:56.764215,Lazada,Capybara,19
2025-01-07 15:25:56.764215,Lazada,Gấu bông,22
2025-01-07 15:40:56.764215,Shopee,Búp bê Barbie,46
2025-01-07 15:40:56.764215,Shopee,Labubu,26
2025-01-07 15:40:56.764215,Shopee,Capybara,13
2025-01-07 15:40:56.764215,Shopee,Gấu bông,43
2025-01-07 15:40:56.764215,TikTok,Búp bê Barbie,24
2025-01-07 15:40:56.764215,TikTok,Labubu,17
2025-01-07 15:40:56.764215,TikTok,Capybara,11
2025-01-07 15:40:56.764215,TikTok,Gấu bông,29
2025-01-07 15:40:56.764215,Lazada,Búp bê Barbie,7
2025-01-07 15:40:56.764215,Lazada,Labubu,1
2025-01-07 15:40:56.764215,Lazada,Capybara,24
2025-01-07 15:40:56.764215,Lazada,Gấu bông,1
2025-01-07 15:55:56.764215,Shopee,Búp bê Barbie,7
2025-01-07 15:55:56.764215,Shopee,Labubu,49
2025-01-07 15:55:56.764215,Shopee,Capybara,19
2025-01-07 15:55:56.764215,Shopee,Gấu bông,8
2025-01-07 15:55:56.764215,TikTok,Búp bê Barbie,5
2025-01-07 15:55:56.764215,TikTok,Labubu,29
2025-01-07 15:55:56.764215,TikTok,Capybara,28
2025-01-07 15:55:56.764215,TikTok,Gấu bông,34
2025-01-07 15:55:56.764215,Lazada,Búp bê Barbie,45
2025-01-07 15:55:56.764215,Lazada,Labubu,21
2025-01-07 15:55:56.764215,Lazada,Capybara,24
2025-01-07 15:55:56.764215,Lazada,Gấu bông,33
2025-01-07 16:10:56.764215,Shopee,Búp bê Barbie,28
2025-01-07 16:10:56.764215,Shopee,Labubu,13
2025-01-07 16:10:56.764215,Shopee,Capybara,26
2025-01-07 16:10:56.764215,Shopee,Gấu bông,24
2025-01-07 16:10:56.764215,TikTok,Búp bê Barbie,20
2025-01-07 16:10:56.764215,TikTok,Labubu,35
2025-01-07 16:10:56.764215,TikTok,Capybara,28
2025-01-07 16:10:56.764215,TikTok,Gấu bông,42
2025-01-07 16:10:56.764215,Lazada,Búp bê Barbie,26
2025-01-07 16:10:56.764215,Lazada,Labubu,43
2025-01-07 16:10:56.764215,Lazada,Capybara,47
2025-01-07 16:10:56.764215,Lazada,Gấu bông,32
2025-01-07 16:25:56.764215,Shopee,Búp bê Barbie,16
2025-01-07 16:25:56.764215,Shopee,Labubu,20
2025-01-07 16:25:56.764215,Shopee,Capybara,19
2025-01-07 16:25:56.764215,Shopee,Gấu bông,34
2025-01-07 16:25:56.764215,TikTok,Búp bê Barbie,22
2025-01-07 16:25:56.764215,TikTok,Labubu,49
2025-01-07 16:25:56.764215,TikTok,Capybara,10
2025-01-07 16:25:56.764215,TikTok,Gấu bông,3
2025-01-07 16:25:56.764215,Lazada,Búp bê Barbie,33
2025-01-07 16:25:56.764215,Lazada,Labubu,9
2025-01-07 16:25:56.764215,Lazada,Capybara,33
2025-01-07 16:25:56.764215,Lazada,Gấu bông,29
2025-01-07 16:40:56.764215,Shopee,Búp bê Barbie,29
2025-01-07 16:40:56.764215,Shopee,Labubu,44
2025-01-07 16:40:56.764215,Shopee,Capybara,9
2025-01-07 16:40:56.764215,Shopee,Gấu bông,2
2025-01-07 16:40:56.764215,TikTok,Búp bê Barbie,3
2025-01-07 16:40:56.764215,TikTok,Labubu,1
2025-01-07 16:40:56.764215,TikTok,Capybara,9
2025-01-07 16:40:56.764215,TikTok,Gấu bông,21
2025-01-07 16:40:56.764215,Lazada,Búp bê Barbie,48
2025-01-07 16:40:56.764215,Lazada,Labubu,17
2025-01-07 16:40:56.764215,Lazada,Capybara,39
2025-01-07 16:40:56.764215,Lazada,Gấu bông,12
2025-01-07 16:55:56.764215,Shopee,Búp bê Barbie,1
2025-01-07 16:55:56.764215,Shopee,Labubu,35
2025-01-07 16:55:56.764215,Shopee,Capybara,11
2025-01-07 16:55:56.764215,Shopee,Gấu bông,23
2025-01-07 16:55:56.764215,TikTok,Búp bê Barbie,39
2025-01-07 16:55:56.764215,TikTok,Labubu,22
2025-01-07 16:55:56.764215,TikTok,Capybara,17
2025-01-07 16:55:56.764215,TikTok,Gấu bông,36
2025-01-07 16:55:56.764215,Lazada,Búp bê Barbie,32
2025-01-07 16:55:56.764215,Lazada,Labubu,6
2025-01-07 16:55:56.764215,Lazada,Capybara,29
2025-01-07 16:55:56.764215,Lazada,Gấu bông,47
2025-01-07 17:10:56.764215,Shopee,Búp bê Barbie,44
2025-01-07 17:10:56.764215,Shopee,Labubu,33
2025-01-07 17:10:56.764215,Shopee,Capybara,34
2025-01-07 17:10:56.764215,Shopee,Gấu bông,14
2025-01-07 17:10:56.764215,TikTok,Búp bê Barbie,33
2025-01-07 17:10:56.764215,TikTok,Labubu,22
2025-01-07 17:10:56.764215,TikTok,Capybara,32
2025-01-07 17:10:56.764215,TikTok,Gấu bông,42
2025-01-07 17:10:56.764215,Lazada,Búp bê Barbie,49
2025-01-07 17:10:56.764215,Lazada,Labubu,8
2025-01-07 17:10:56.764215,Lazada,Capybara,7
2025-01-07 17:10:56.764215,Lazada,Gấu bông,18
2025-01-07 17:25:56.764215,Shopee,Búp bê Barbie,32
2025-01-07 17:25:56.764215,Shopee,Labubu,47
2025-01-07 17:25:56.764215,Shopee,Capybara,43
2025-01-07 17:25:56.764215,Shopee,Gấu bông,17
2025-01-07 17:25:56.764215,TikTok,Búp bê Barbie,46
2025-01-07 17:25:56.764215,TikTok,Labubu,37
2025-01-07 17:25:56.764215,TikTok,Capybara,5
2025-01-07 17:25:56.764215,TikTok,Gấu bông,28
2025-01-07 17:25:56.764215,Lazada,Búp bê Barbie,3
2025-01-07 17:25:56.764215,Lazada,Labubu,34
2025-01-07 17:25:56.764215,Lazada,Capybara,37
2025-01-07 17:25:56.764215,Lazada,Gấu bông,8
2025-01-07 17:40:56.764215,Shopee,Búp bê Barbie,29
2025-01-07 17:40:56.764215,Shopee,Labubu,16
2025-01-07 17:40:56.764215,Shopee,Capybara,33
2025-01-07 17:40:56.764215,Shopee,Gấu bông,30
2025-01-07 17:40:56.764215,TikTok,Búp bê Barbie,47
2025-01-07 17:40:56.764215,TikTok,Labubu,10
2025-01-07 17:40:56.764215,TikTok,Capybara,9
2025-01-07 17:40:56.764215,TikTok,Gấu bông,29
2025-01-07 17:40:56.764215,Lazada,Búp bê Barbie,34
2025-01-07 17:40:56.764215,Lazada,Labubu,7
2025-01-07 17:40:56.764215,Lazada,Capybara,13
2025-01-07 17:40:56.764215,Lazada,Gấu bông,2
2025-01-07 17:55:56.764215,Shopee,Búp bê Barbie,32
2025-01-07 17:55:56.764215,Shopee,Labubu,21
2025-01-07 17:55:56.764215,Shopee,Capybara,47
2025-01-07 17:55:56.764215,Shopee,Gấu bông,32
2025-01-07 17:55:56.764215,TikTok,Búp bê Barbie,30
2025-01-07 17:55:56.764215,TikTok,Labubu,5
2025-01-07 17:55:56.764215,TikTok,Capybara,8
2025-01-07 17:55:56.764215,TikTok,Gấu bông,5
2025-01-07 17:55:56.764215,Lazada,Búp bê Barbie,6
2025-01-07 17:55:56.764215,Lazada,Labubu,6
2025-01-07 17:55:56.764215,Lazada,Capybara,28
2025-01-07 17:55:56.764215,Lazada,Gấu bông,4
2025-01-07 18:10:56.764215,Shopee,Búp bê Barbie,3
2025-01-07 18:10:56.764215,Shopee,Labubu,37
2025-01-07 18:10:56.764215,Shopee,Capybara,29
2025-01-07 18:10:56.764215,Shopee,Gấu bông,13
2025-01-07 18:10:56.764215,TikTok,Búp bê Barbie,8
2025-01-07 18:10:56.764215,TikTok,Labubu,32
2025-01-07 18:10:56.764215,TikTok,Capybara,46
2025-01-07 18:10:56.764215,TikTok,Gấu bông,49
2025-01-07 18:10:56.764215,Lazada,Búp bê Barbie,28
2025-01-07 18:10:56.764215,Lazada,Labubu,48
2025-01-07 18:10:56.764215,Lazada,Capybara,2
2025-01-07 18:10:56.764215,Lazada,Gấu bông,10
2025-01-07 18:25:56.764215,Shopee,Búp bê Barbie,9
2025-01-07 18:25:56.764215,Shopee,Labubu,10
2025-01-07 18:25:56.764215,Shopee,Capybara,26
2025-01-07 18:25:56.764215,Shopee,Gấu bông,47
2025-01-07 18:25:56.764215,TikTok,Búp bê Barbie,6
2025-01-07 18:25:56.764215,TikTok,Labubu,20
2025-01-07 18:25:56.764215,TikTok,Capybara,4
2025-01-07 18:25:56.764215,TikTok,Gấu bông,31
2025-01-07 18:25:56.764215,Lazada,Búp bê Barbie,42
2025-01-07 18:25:56.764215,Lazada,Labubu,9
2025-01-07 18:25:56.764215,Lazada,Capybara,28
2025-01-07 18:25:56.764215,Lazada,Gấu bông,10
2025-01-07 18:40:56.764215,Shopee,Búp bê Barbie,25
2025-01-07 18:40:56.764215,Shopee,Labubu,29
2025-01-07 18:40:56.764215,Shopee,Capybara,35
2025-01-07 18:40:56.764215,Shopee,Gấu bông,8
2025-01-07 18:40:56.764215,TikTok,Búp bê Barbie,30
2025-01-07 18:40:56.764215,TikTok,Labubu,22
2025-01-07 18:40:56.764215,TikTok,Capybara,9
2025-01-07 18:40:56.764215,TikTok,Gấu bông,18
2025-01-07 18:40:56.764215,Lazada,Búp bê Barbie,20
2025-01-07 18:40:56.764215,Lazada,Labubu,38
2025-01-07 18:40:56.764215,Lazada,Capybara,42
2025-01-07 18:40:56.764215,Lazada,Gấu bông,11
2025-01-07 18:55:56.764215,Shopee,Búp bê Barbie,4
2025-01-07 18:55:56.764215,Shopee,Labubu,14
2025-01-07 18:55:56.764215,Shopee,Capybara,3
2025-01-07 18:55:56.764215,Shopee,Gấu bông,46
2025-01-07 18:55:56.764215,TikTok,Búp bê Barbie,12
2025-01-07 18:55:56.764215,TikTok,Labubu,4
2025-01-07 18:55:56.764215,TikTok,Capybara,4
2025-01-07 18:55:56.764215,TikTok,Gấu bông,19
2025-01-07 18:55:56.764215,Lazada,Búp bê Barbie,31
2025-01-07 18:55:56.764215,Lazada,Labubu,39
2025-01-07 18:55:56.764215,Lazada,Capybara,36
2025-01-07 18:55:56.764215,Lazada,Gấu bông,36
2025-01-07 19:10:56.764215,Shopee,Búp bê Barbie,47
2025-01-07 19:10:56.764215,Shopee,Labubu,10
2025-01-07 19:10:56.764215,Shopee,Capybara,45
2025-01-07 19:10:56.764215,Shopee,Gấu bông,3
2025-01-07 19:10:56.764215,TikTok,Búp bê Barbie,8
2025-01-07 19:10:56.764215,TikTok,Labubu,10
2025-01-07 19:10:56.764215,TikTok,Capybara,43
2025-01-07 19:10:56.764215,TikTok,Gấu bông,47
2025-01-07 19:10:56.764215,Lazada,Búp bê Barbie,13
2025-01-07 19:10:56.764215,Lazada,Labubu,36
2025-01-07 19:10:56.764215,Lazada,Capybara,1
2025-01-07 19:10:56.764215,Lazada,Gấu bông,13
2025-01-07 19:25:56.764215,Shopee,Búp bê Barbie,27
2025-01-07 19:25:56.764215,Shopee,Labubu,7
2025-01-07 19:25:56.764215,Shopee,Capybara,44
2025-01-07 19:25:56.764215,Shopee,Gấu bông,15
2025-01-07 19:25:56.764215,TikTok,Búp bê Barbie,41
2025-01-07 19:25:56.764215,TikTok,Labubu,38
2025-01-07 19:25:56.764215,TikTok,Capybara,27
2025-01-07 19:25:56.764215,TikTok,Gấu bông,2
2025-01-07 19:25:56.764215,Lazada,Búp bê Barbie,22
2025-01-07 19:25:56.764215,Lazada,Labubu,6
2025-01-07 19:25:56.764215,Lazada,Capybara,25
2025-01-07 19:25:56.764215,Lazada,Gấu bông,13
2025-01-07 19:40:56.764215,Shopee,Búp bê Barbie,23
2025-01-07 19:40:56.764215,Shopee,Labubu,42
2025-01-07 19:40:56.764215,Shopee,Capybara,22
2025-01-07 19:40:56.764215,Shopee,Gấu bông,46
2025-01-07 19:40:56.764215,TikTok,Búp bê Barbie,27
2025-01-07 19:40:56.764215,TikTok,Labubu,19
2025-01-07 19:40:56.764215,TikTok,Capybara,36
2025-01-07 19:40:56.764215,TikTok,Gấu bông,40
2025-01-07 19:40:56.764215,Lazada,Búp bê Barbie,33
2025-01-07 19:40:56.764215,Lazada,Labubu,25
2025-01-07 19:40:56.764215,Lazada,Capybara,2
2025-01-07 19:40:56.764215,Lazada,Gấu bông,12
2025-01-07 19:55:56.764215,Shopee,Búp bê Barbie,39
2025-01-07 19:55:56.764215,Shopee,Labubu,44
2025-01-07 19:55:56.764215,Shopee,Capybara,24
2025-01-07 19:55:56.764215,Shopee,Gấu bông,1
2025-01-07 19:55:56.764215,TikTok,Búp bê Barbie,32
2025-01-07 19:55:56.764215,TikTok,Labubu,5
2025-01-07 19:55:56.764215,TikTok,Capybara,31
2025-01-07 19:55:56.764215,TikTok,Gấu bông,32
2025-01-07 19:55:56.764215,Lazada,Búp bê Barbie,45
2025-01-07 19:55:56.764215,Lazada,Labubu,16
2025-01-07 19:55:56.764215,Lazada,Capybara,33
2025-01-07 19:55:56.764215,Lazada,Gấu bông,12
2025-01-07 20:10:56.764215,Shopee,Búp bê Barbie,8
2025-01-07 20:10:56.764215,Shopee,Labubu,40
2025-01-07 20:10:56.764215,Shopee,Capybara,13
2025-01-07 20:10:56.764215,Shopee,Gấu bông,49
2025-01-07 20:10:56.764215,TikTok,Búp bê Barbie,7
2025-01-07 20:10:56.764215,TikTok,Labubu,16
2025-01-07 20:10:56.764215,TikTok,Capybara,9
2025-01-07 20:10:56.764215,TikTok,Gấu bông,37
2025-01-07 20:10:56.764215,Lazada,Búp bê Barbie,14
2025-01-07 20:10:56.764215,Lazada,Labubu,9
2025-01-07 20:10:56.764215,Lazada,Capybara,8
2025-01-07 20:10:56.764215,Lazada,Gấu bông,32
2025-01-07 20:25:56.764215,Shopee,Búp bê Barbie,16
2025-01-07 20:25:56.764215,Shopee,Labubu,1
2025-01-07 20:25:56.764215,Shopee,Capybara,30
2025-01-07 20:25:56.764215,Shopee,Gấu bông,32
2025-01-07 20:25:56.764215,TikTok,Búp bê Barbie,43
2025-01-07 20:25:56.764215,TikTok,Labubu,24
2025-01-07 20:25:56.764215,TikTok,Capybara,19
2025-01-07 20:25:56.764215,TikTok,Gấu bông,46
2025-01-07 20:25:56.764215,Lazada,Búp bê Barbie,45
2025-01-07 20:25:56.764215,Lazada,Labubu,13
2025-01-07 20:25:56.764215,Lazada,Capybara,22
2025-01-07 20:25:56.764215,Lazada,Gấu bông,7
2025-01-07 20:40:56.764215,Shopee,Búp bê Barbie,31
2025-01-07 20:40:56.764215,Shopee,Labubu,23
2025-01-07 20:40:56.764215,Shopee,Capybara,42
2025-01-07 20:40:56.764215,Shopee,Gấu bông,44
2025-01-07 20:40:56.764215,TikTok,Búp bê Barbie,36
2025-01-07 20:40:56.764215,TikTok,Labubu,49
2025-01-07 20:40:56.764215,TikTok,Capybara,27
2025-01-07 20:40:56.764215,TikTok,Gấu bông,10
2025-01-07 20:40:56.764215,Lazada,Búp bê Barbie,29
2025-01-07 20:40:56.764215,Lazada,Labubu,27
2025-01-07 20:40:56.764215,Lazada,Capybara,45
2025-01-07 20:40:56.764215,Lazada,Gấu bông,23
2025-01-07 20:55:56.764215,Shopee,Búp bê Barbie,35
2025-01-07 20:55:56.764215,Shopee,Labubu,23
2025-01-07 20:55:56.764215,Shopee,Capybara,44
2025-01-07 20:55:56.764215,Shopee,Gấu bông,2
2025-01-07 20:55:56.764215,TikTok,Búp bê Barbie,21
2025-01-07 20:55:56.764215,TikTok,Labubu,28
2025-01-07 20:55:56.764215,TikTok,Capybara,1
2025-01-07 20:55:56.764215,TikTok,Gấu bông,27
2025-01-07 20:55:56.764215,Lazada,Búp bê Barbie,10
2025-01-07 20:55:56.764215,Lazada,Labubu,46
2025-01-07 20:55:56.764215,Lazada,Capybara,35
2025-01-07 20:55:56.764215,Lazada,Gấu bông,18
2025-01-07 21:10:56.764215,Shopee,Búp bê Barbie,29
2025-01-07 21:10:56.764215,Shopee,Labubu,6
2025-01-07 21:10:56.764215,Shopee,Capybara,14
2025-01-07 21:10:56.764215,Shopee,Gấu bông,6
2025-01-07 21:10:56.764215,TikTok,Búp bê Barbie,11
2025-01-07 21:10:56.764215,TikTok,Labubu,8
2025-01-07 21:10:56.764215,TikTok,Capybara,38
2025-01-07 21:10:56.764215,TikTok,Gấu bông,12
2025-01-07 21:10:56.764215,Lazada,Búp bê Barbie,15
2025-01-07 21:10:56.764215,Lazada,Labubu,20
2025-01-07 21:10:56.764215,Lazada,Capybara,6
2025-01-07 21:10:56.764215,Lazada,Gấu bông,13
2025-01-07 21:25:56.764215,Shopee,Búp bê Barbie,35
2025-01-07 21:25:56.764215,Shopee,Labubu,1
2025-01-07 21:25:56.764215,Shopee,Capybara,22
2025-01-07 21:25:56.764215,Shopee,Gấu bông,31
2025-01-07 21:25:56.764215,TikTok,Búp bê Barbie,47
2025-01-07 21:25:56.764215,TikTok,Labubu,16
2025-01-07 21:25:56.764215,TikTok,Capybara,15
2025-01-07 21:25:56.764215,TikTok,Gấu bông,38
2025-01-07 21:25:56.764215,Lazada,Búp bê Barbie,27
2025-01-07 21:25:56.764215,Lazada,Labubu,28
2025-01-07 21:25:56.764215,Lazada,Capybara,8
2025-01-07 21:25:56.764215,Lazada,Gấu bông,2
2025-01-07 21:40:56.764215,Shopee,Búp bê Barbie,16
2025-01-07 21:40:56.764215,Shopee,Labubu,16
2025-01-07 21:40:56.764215,Shopee,Capybara,23
2025-01-07 21:40:56.764215,Shopee,Gấu bông,14
2025-01-07 21:40:56.764215,TikTok,Búp bê Barbie,24
2025-01-07 21:40:56.764215,TikTok,Labubu,5
2025-01-07 21:40:56.764215,TikTok,Capybara,38
2025-01-07 21:40:56.764215,TikTok,Gấu bông,42
2025-01-07 21:40:56.764215,Lazada,Búp bê Barbie,12
2025-01-07 21:40:56.764215,Lazada,Labubu,8
2025-01-07 21:40:56.764215,Lazada,Capybara,19
2025-01-07 21:40:56.764215,Lazada,Gấu bông,31
2025-01-07 21:55:56.764215,Shopee,Búp bê Barbie,11
2025-01-07 21:55:56.764215,Shopee,Labubu,21
2025-01-07 21:55:56.764215,Shopee,Capybara,1
2025-01-07 21:55:56.764215,Shopee,Gấu bông,46
2025-01-07 21:55:56.764215,TikTok,Búp bê Barbie,21
2025-01-07 21:55:56.764215,TikTok,Labubu,49
2025-01-07 21:55:56.764215,TikTok,Capybara,27
2025-01-07 21:55:56.764215,TikTok,Gấu bông,47
2025-01-07 21:55:56.764215,Lazada,Búp bê Barbie,41
2025-01-07 21:55:56.764215,Lazada,Labubu,38
2025-01-07 21:55:56.764215,Lazada,Capybara,39
2025-01-07 21:55:56.764215,Lazada,Gấu bông,12
2025-01-07 22:10:56.764215,Shopee,Búp bê Barbie,39
2025-01-07 22:10:56.764215,Shopee,Labubu,3
2025-01-07 22:10:56.764215,Shopee,Capybara,45
2025-01-07 22:10:56.764215,Shopee,Gấu bông,11
2025-01-07 22:10:56.764215,TikTok,Búp bê Barbie,16
2025-01-07 22:10:56.764215,TikTok,Labubu,11
2025-01-07 22:10:56.764215,TikTok,Capybara,45
2025-01-07 22:10:56.764215,TikTok,Gấu bông,2
2025-01-07 22:10:56.764215,Lazada,Búp bê Barbie,6
2025-01-07 22:10:56.764215,Lazada,Labubu,17
2025-01-07 22:10:56.764215,Lazada,Capybara,48
2025-01-07 22:10:56.764215,Lazada,Gấu bông,15
2025-01-07 22:25:56.764215,Shopee,Búp bê Barbie,41
2025-01-07 22:25:56.764215,Shopee,Labubu,26
2025-01-07 22:25:56.764215,Shopee,Capybara,21
2025-01-07 22:25:56.764215,Shopee,Gấu bông,43
2025-01-07 22:25:56.764215,TikTok,Búp bê Barbie,17
2025-01-07 22:25:56.764215,TikTok,Labubu,46
2025-01-07 22:25:56.764215,TikTok,Capybara,21
2025-01-07 22:25:56.764215,TikTok,Gấu bông,27
2025-01-07 22:25:56.764215,Lazada,Búp bê Barbie,33
2025-01-07 22:25:56.764215,Lazada,Labubu,25
2025-01-07 22:25:56.764215,Lazada,Capybara,32
2025-01-07 22:25:56.764215,Lazada,Gấu bông,26
2025-01-07 22:40:56.764215,Shopee,Búp bê Barbie,9
2025-01-07 22:40:56.764215,Shopee,Labubu,5
2025-01-07 22:40:56.764215,Shopee,Capybara,1
2025-01-07 22:40:56.764215,Shopee,Gấu bông,11
2025-01-07 22:40:56.764215,TikTok,Búp bê Barbie,43
2025-01-07 22:40:56.764215,TikTok,Labubu,36
2025-01-07 22:40:56.764215,TikTok,Capybara,15
2025-01-07 22:40:56.764215,TikTok,Gấu bông,36
2025-01-07 22:40:56.764215,Lazada,Búp bê Barbie,32
2025-01-07 22:40:56.764215,Lazada,Labubu,45
2025-01-07 22:40:56.764215,Lazada,Capybara,3
2025-01-07 22:40:56.764215,Lazada,Gấu bông,28
2025-01-07 22:55:56.764215,Shopee,Búp bê Barbie,19
2025-01-07 22:55:56.764215,Shopee,Labubu,30
2025-01-07 22:55:56.764215,Shopee,Capybara,37
2025-01-07 22:55:56.764215,Shopee,Gấu bông,23
2025-01-07 22:55:56.764215,TikTok,Búp bê Barbie,20
2025-01-07 22:55:56.764215,TikTok,Labubu,28
2025-01-07 22:55:56.764215,TikTok,Capybara,24
2025-01-07 22:55:56.764215,TikTok,Gấu bông,34
2025-01-07 22:55:56.764215,Lazada,Búp bê Barbie,16
2025-01-07 22:55:56.764215,Lazada,Labubu,5
2025-01-07 22:55:56.764215,Lazada,Capybara,19
2025-01-07 22:55:56.764215,Lazada,Gấu bông,41
2025-01-07 23:10:56.764215,Shopee,Búp bê Barbie,34
2025-01-07 23:10:56.764215,Shopee,Labubu,41
2025-01-07 23:10:56.764215,Shopee,Capybara,38
2025-01-07 23:10:56.764215,Shopee,Gấu bông,48
2025-01-07 23:10:56.764215,TikTok,Búp bê Barbie,36
2025-01-07 23:10:56.764215,TikTok,Labubu,33
2025-01-07 23:10:56.764215,TikTok,Capybara,47
2025-01-07 23:10:56.764215,TikTok,Gấu bông,1
2025-01-07 23:10:56.764215,Lazada,Búp bê Barbie,3
2025-01-07 23:10:56.764215,Lazada,Labubu,17
2025-01-07 23:10:56.764215,Lazada,Capybara,33
2025-01-07 23:10:56.764215,Lazada,Gấu bông,2
2025-01-07 23:25:56.764215,Shopee,Búp bê Barbie,10
2025-01-07 23:25:56.764215,Shopee,Labubu,32
2025-01-07 23:25:56.764215,Shopee,Capybara,37
2025-01-07 23:25:56.764215,Shopee,Gấu bông,28
